Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
189,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,30 Jan 2018
190,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,30 Nov 2017
191,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,31 Jan 2018
192,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,01 Nov 2017
193,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,02 Nov 2017
194,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,03 Nov 2017
195,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,03 Oct 2017
196,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,04 Nov 2017
197,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,04 Oct 2017
198,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,05 Oct 2017
199,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,06 Nov 2017
200,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,06 Oct 2017
201,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,07 Nov 2017
202,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,07 Oct 2017
203,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,09 Oct 2017
204,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,10 Oct 2017
205,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,11 Oct 2017
206,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,12 Oct 2017
207,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,13 Oct 2017
208,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,14 Oct 2017
209,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,16 Oct 2017
210,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,17 Oct 2017
211,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,19 Sep 2017
212,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,20 Sep 2017
213,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,22 Sep 2017
214,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,23 Oct 2017
215,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,23 Sep 2017
216,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,24 Oct 2017
217,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,25 Oct 2017
218,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,25 Sep 2017
219,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,26 Oct 2017
220,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,26 Sep 2017
221,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,27 Oct 2017
222,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2575,27 Sep 2017
